filter_i,filter_j,delta_mse,t_stat,p_value,significant
11,12,-5.1681702473160846e-08,-2.1789115432674766,0.9853284546840348,False
11,13,-4.787793272953422e-07,-1.1213706814000672,0.8689321375179327,False
11,14,-2.2644620401024443e-08,-0.4761696927124463,0.6830221708276549,False
11,15,1.8692157155442143e-08,0.6166057156041092,0.268748875185915,False
11,16,1.8570199245004915e-05,1.5362882391977957,0.0622371496177847,False
11,17,-5.62660943614901e-07,-3.696409864339526,0.9998905434138664,False
11,18,-6.640978966743205e-08,-0.2004117377347827,0.5794202849604118,False
11,19,1.334166245214874e-05,1.6877357695936184,0.0457342320966134,False
11,20,7.66823814046802e-06,1.116427524511282,0.1321223851332384,False
11,21,5.204190074437065e-07,0.5531773305790867,0.2900722833665086,False
11,22,-2.6420973853191757e-08,-1.2997452466669388,0.903152728061962,False
11,23,-2.665715896910115e-07,-0.9440047046647244,0.8274140002769983,False
11,24,2.911390772908362e-08,0.2326260039323165,0.4080264128026607,False
11,25,-5.274770842333965e-08,-1.1125624195279769,0.8670490077654853,False
11,26,-9.75805534153551e-08,-1.1848967043527316,0.8819679190726883,False
11,27,-1.602928421107208e-07,-1.1248634552094183,0.8696737353148043,False
11,28,9.547684385324828e-07,0.5253597414714112,0.299667781490343,False
11,29,3.531860784278251e-05,3.784165680122634,7.72062535376907e-05,False
11,30,6.76276431477163e-06,1.5703300065150545,0.0581724767698051,False
11,31,4.3170651053969784e-08,0.213550104698339,0.415449410060625,False
11,32,-4.6032782847760245e-06,-2.971592631835689,0.9985179678988476,False
11,33,0.0001215441516251,6.049404748001218,7.322755708362243e-10,True
11,34,-3.889229276410333e-07,-0.2103683880031595,0.5833094715192157,False
11,35,-2.2235273622328573e-09,-0.0138600333763489,0.5055291474699295,False
12,12,0.0005122162983752,8.348986847842,3.5333155563326963e-17,True
12,13,3.780462876079582e-08,1.5759475822206486,0.0575222397353104,False
12,14,3.083875599330099e-09,1.447752437493006,0.0738464177107268,False
12,15,0.0050952802412211,26.84546747740217,7.003383956419589e-158,True
12,16,-3.326913713408431e-07,-1.1324573376881613,0.8712760638915835,False
12,17,-2.817839073188111e-09,-0.1230490699596793,0.5489656217179774,False
12,18,5.49137162408897e-08,0.5817460081661969,0.2803702553542085,False
12,19,7.299674642524678e-09,2.5733322518669643,0.0050377110376593,False
12,20,1.253724519756361e-07,1.5809941020804588,0.0569429902533092,False
12,21,4.3424099871458566e-09,0.8992055946416191,0.1842738376828724,False
12,22,3.6132807963440423e-06,1.4037098821094165,0.0802058665906609,False
12,23,-2.0355163599106166e-07,-1.0626116312101312,0.856018269772892,False
12,24,-6.097489801959456e-08,-1.1607567212060073,0.877126687412706,False
12,25,-6.693164777971107e-08,-0.8095231121759399,0.7908908349021755,False
12,26,-4.54519721415636e-07,-1.465162583225541,0.9285584397662244,False
12,27,5.256880740489578e-06,0.4591627950097208,0.3230596732912163,False
12,28,6.707210076228877e-08,1.4056733542660516,0.0799138103009458,False
